Y,Z
-0.008247069902,0.01563303316
-0.008228904911,0.0150444249
-0.008211432711,0.01445579567
-0.008194653389,0.01386714628
-0.008178567028,0.01327847755
-0.008163173708,0.01268979028
-0.008148473504,0.0121010853
-0.008134466487,0.01151236342
-0.008121152727,0.01092362545
-0.008108532285,0.01033487222
-0.008096605224,0.009746104526
-0.008085371598,0.009157323195
-0.008074831461,0.008568529041
-0.00806498486,0.007979722881
-0.008055831841,0.007390905531
-0.008047372444,0.006802077806
-0.008039606813,0.006213240524
-0.008032535026,0.0056243945
-0.00802615696,0.005035540553
-0.00802047264,0.004446679502
-0.008015482088,0.003857812161
-0.008011185321,0.00326893935
-0.008007582354,0.002680061886
-0.008004673197,0.002091180585
-0.008002457854,0.001502296266
-0.008000936329,0.0009134097445
-0.00800010862,0.0003245218396
-0.007999974721,-0.0002643666318
-0.008000534623,-0.0008532548523
-0.008001788313,-0.001442142005
-0.008003735773,-0.002031027271
-0.008006376982,-0.002619909835
-0.008009711992,-0.003208788879
-0.00801374088,-0.003797663584
-0.008018463433,-0.004386533135
-0.008023879612,-0.004975396714
-0.008029989379,-0.005564253505
-0.008036792688,-0.006153102692
-0.008044289492,-0.006741943458
-0.008052479738,-0.007330774987
-0.008061363372,-0.007919596463
-0.008070940333,-0.00850840707
-0.008081210558,-0.009097205994
-0.00809217398,-0.009685992418
-0.008103830527,-0.01027476553
-0.008116180124,-0.01086352451
-0.008129222693,-0.01145226855
-0.008142958153,-0.01204099683
-0.008157386709,-0.01262970853
-0.008172508259,-0.01321840284
-0.008188322778,-0.01380707894
-0.008204830303,-0.01439573601
-0.008222030867,-0.01498437324
-0.008239924497,-0.01557298981
-0.008258511219,-0.01616158491
-0.008277791053,-0.0167501577
-0.008297764016,-0.01733870739
-0.008318430122,-0.01792723314
-0.008339789379,-0.01851573414
-0.008361841793,-0.01910420958
-0.008384587365,-0.01969265864
-0.008408026093,-0.02028108049
-0.008432157972,-0.02086947432
-0.00845698302,-0.02145783931
-0.008482501421,-0.02204617465
-0.00850871293,-0.0226344795
-0.008535617524,-0.02322275307
-0.008563215178,-0.02381099454
-0.008591505864,-0.02439920308
-0.008620489547,-0.02498737788
-0.00865016619,-0.02557551812
-0.008680535753,-0.02616362299
-0.00871159819,-0.02675169167
-0.008743353454,-0.02733972335
-0.008775801491,-0.02792771721
-0.008808942245,-0.02851567243
-0.008842775655,-0.0291035882
-0.008877301658,-0.0296914637
-0.008912520185,-0.03027929812
-0.008948431166,-0.03086709064
-0.008985034783,-0.03145484044
-0.009022330697,-0.03204254671
-0.009060318826,-0.03263020865
-0.009098999082,-0.03321782544
-0.009138371374,-0.03380539626
-0.009178435608,-0.03439292031
-0.009219191685,-0.03498039677
-0.009260639501,-0.03556782483
-0.009302778951,-0.03615520368
-0.009345609925,-0.03674253252
-0.009389132308,-0.03732981052
-0.009433345981,-0.03791703688
-0.009478250825,-0.03850421079
-0.009524443569,-0.0390912831
-0.009586138311,-0.03967689761
-0.009669365913,-0.04025984144
-0.009774035131,-0.04083931947
-0.009899939886,-0.04141455751
-0.01004687101,-0.04198478713
-0.01021471173,-0.04254921591
-0.01040325321,-0.04310707122
-0.01061217658,-0.04365761807
-0.01084116545,-0.04420012583
-0.01108998801,-0.04473382769
-0.01135832263,-0.04525799081
-0.01164574454,-0.04577193581
-0.01195183689,-0.04627498456
-0.01227625786,-0.04676641246
-0.01261858008,-0.04724554286
