Y,Z
-0.07000000092,-0.06682272846
-0.07000000092,-0.06745463281
-0.07000000092,-0.06808653715
-0.07000000092,-0.0687184415
-0.07000000092,-0.06935034584
-0.07000000092,-0.06998225019
-0.07000000092,-0.07061415453
-0.07000000092,-0.07124605888
-0.07000000092,-0.07187796322
-0.07000000092,-0.07250986757
-0.06999971412,-0.0731417703
-0.06989017932,-0.07376144179
-0.06959350797,-0.07431640221
-0.06913907678,-0.07475169856
-0.06857189772,-0.07502428004
-0.06794808522,-0.07510776578
-0.06731618088,-0.07510776578
-0.06668427653,-0.07510776578
-0.06605237219,-0.07510776578
-0.06542046784,-0.07510776578
-0.0647885635,-0.07510776578
-0.06415665915,-0.07510776578
-0.06352475481,-0.07510776578
-0.06289285046,-0.07510776578
-0.06226094612,-0.07510776578
-0.06162904177,-0.07510776578
-0.06099713743,-0.07510776578
-0.06036523308,-0.07510776578
-0.05973332874,-0.07510776578
-0.05910142439,-0.07510776578
-0.05846952005,-0.07510776578
-0.0578376157,-0.07510776578
-0.05720571136,-0.07510776578
-0.05657380701,-0.07510776578
-0.05594190267,-0.07510776578
-0.05530999832,-0.07510776578
-0.05467809398,-0.07510776578
-0.05404618963,-0.07510776578
-0.05341428529,-0.07510776578
-0.05278238094,-0.07510776578
-0.0521504766,-0.07510776578
-0.05151857225,-0.07510776578
-0.05088666791,-0.07510776578
-0.05025476356,-0.07510776578
-0.04962285922,-0.07510776578
-0.04899095487,-0.07510776578
-0.04835905053,-0.07510776578
-0.04772714618,-0.07510776578
-0.04709524184,-0.07510776578
-0.04646333749,-0.07510776578
-0.04583143315,-0.07510776578
-0.0451995288,-0.07510776578
-0.04456762446,-0.07510776578
-0.04393572011,-0.07510776578
-0.04330381577,-0.07510776578
-0.04267191142,-0.07510776578
-0.04204000708,-0.07510776578
-0.04140810273,-0.07510776578
-0.04077619839,-0.07510776578
-0.04014429404,-0.07510776578
-0.0395123897,-0.07510776578
-0.03888048535,-0.07510776578
-0.03824858101,-0.07510776578
-0.03761667666,-0.07510776578
-0.03698477232,-0.07510776578
-0.03635286797,-0.07510776578
-0.03572096363,-0.07510776578
-0.03508905928,-0.07510776578
-0.03445715494,-0.07510776578
-0.03382525059,-0.07510776578
-0.03319334625,-0.07510776578
-0.0325614419,-0.07510776578
-0.03192953756,-0.07510776578
-0.03129763321,-0.07510776578
-0.03066572887,-0.07510776578
-0.03003382452,-0.07510776578
-0.02940192018,-0.07510776578
-0.02877001583,-0.07510776578
-0.02813811149,-0.07510776578
-0.02750620714,-0.07510776578
-0.0268743028,-0.07510776578
-0.02624239845,-0.07510776578
-0.02561049411,-0.07510776578
-0.02497858976,-0.07510776578
-0.02434668542,-0.07510776578
-0.02371478107,-0.07510776578
-0.02308287673,-0.07510776578
-0.02245097238,-0.07510776578
-0.02181906804,-0.07510776578
-0.02118716369,-0.07510776578
-0.02055525935,-0.07510776578
-0.019923355,-0.07510776578
-0.01929145066,-0.07510776578
-0.01865954631,-0.07510776578
-0.01802764197,-0.07510776578
-0.01739573762,-0.07510776578
-0.01676383328,-0.07510776578
-0.01613192893,-0.07510776578
-0.01550002459,-0.07510776578
-0.01486812024,-0.07510776578
-0.0142362159,-0.07510776578
-0.01360431155,-0.07510776578
-0.01297240721,-0.07510776578
-0.01234050286,-0.07510776578
-0.01170859852,-0.07510776578
-0.01107669417,-0.07510776578
-0.01044478983,-0.07510776578
-0.009812885485,-0.07510776578
-0.00918098114,-0.07510776578
-0.008549076795,-0.07510776578
-0.00791717245,-0.07510776578
-0.007285268105,-0.07510776578
-0.00665336376,-0.07510776578
-0.006021459415,-0.07510776578
-0.00538955507,-0.07510776578
-0.004757650725,-0.07510776578
-0.00412574638,-0.07510776578
-0.003493842035,-0.07510776578
-0.00286193769,-0.07510776578
-0.002230033346,-0.07510776578
-0.001598129001,-0.07510776578
-0.0009662246556,-0.07510776578
-0.0003343203107,-0.07510776578
0.0002975840343,-0.07510776578
0.0009294883793,-0.07510776578
0.001561392724,-0.07510776578
0.002193297069,-0.07510776578
0.002825201414,-0.07510776578
0.003457105759,-0.07510776578
0.004089010104,-0.07510776578
0.004720914449,-0.07510776578
0.005352818794,-0.07510776578
0.005984723139,-0.07510776578
0.006616627484,-0.07510776578
0.007248531829,-0.07510776578
0.007880436174,-0.07510776578
0.008512340519,-0.07510776578
0.009144244864,-0.07510776578
0.009776149209,-0.07510776578
0.01040805355,-0.07510776578
0.0110399579,-0.07510776578
0.01167186224,-0.07510776578
0.01230376659,-0.07510776578
0.01293567093,-0.07510776578
0.01356757528,-0.07510776578
0.01419947962,-0.07510776578
0.01483138397,-0.07510776578
0.01546328831,-0.07510776578
0.01609519266,-0.07510776578
0.016727097,-0.07510776578
0.01735900135,-0.07510776578
0.01799090569,-0.07510776578
0.01862281004,-0.07510776578
0.01925471438,-0.07510776578
0.01988661873,-0.07510776578
0.02051852307,-0.07510776578
0.02115042742,-0.07510776578
0.02178233176,-0.07510776578
0.02241423611,-0.07510776578
0.02304614045,-0.07510776578
0.0236780448,-0.07510776578
0.02430994914,-0.07510776578
0.02494185349,-0.07510776578
0.02557375783,-0.07510776578
0.02620566218,-0.07510776578
0.02683756652,-0.07510776578
0.02746947087,-0.07510776578
0.02810137521,-0.07510776578
0.02873327956,-0.07510776578
0.0293651839,-0.07510776578
0.02999708825,-0.07510776578
0.03062899259,-0.07510776578
0.03126089694,-0.07510776578
0.03189280128,-0.07510776578
0.03252470563,-0.07510776578
0.03315660997,-0.07510776578
0.03378851432,-0.07510776578
0.03442041866,-0.07510776578
0.03505232301,-0.07510776578
0.03568422735,-0.07510776578
0.0363161317,-0.07510776578
0.03694803604,-0.07510776578
0.03757994039,-0.07510776578
0.03821184473,-0.07510776578
0.03884374908,-0.07510776578
0.03947565342,-0.07510776578
0.04010755777,-0.07510776578
0.04073946211,-0.07510776578
0.04137136646,-0.07510776578
0.0420032708,-0.07510776578
0.04263517515,-0.07510776578
