Y,Z
0.0734,-0.04710000000000001
0.07272300413737096,-0.04710000000000001
0.07204600827474192,-0.04710000000000001
0.07136901241211287,-0.04710000000000001
0.07069201654948383,-0.04710000000000001
0.07001502068685478,-0.04710000000000001
0.06933802482422574,-0.04710000000000001
0.06866102896159669,-0.04710000000000001
0.06798403309896765,-0.04710000000000001
0.0673070372363386,-0.04710000000000001
0.06663004137370956,-0.04710000000000001
0.06595304551108051,-0.04710000000000001
0.06527604964845148,-0.04710000000000001
0.06459905378582242,-0.04710000000000001
0.06392205792319339,-0.04710000000000001
0.06324506206056434,-0.04710000000000001
0.0625680661979353,-0.04710000000000001
0.061891070335306254,-0.04710000000000001
0.06121407447267721,-0.04710000000000001
0.060537078610048166,-0.04710000000000001
0.05986008274741912,-0.04710000000000001
0.05918308688479008,-0.04710000000000001
0.05850609102216103,-0.04710000000000001
0.05782909515953199,-0.04710000000000001
0.057152099296902945,-0.04710000000000001
0.0564751034342739,-0.04710000000000001
0.055798107571644856,-0.04710000000000001
0.05512111170901581,-0.04710000000000001
0.05444411584638677,-0.04710000000000001
0.05376711998375772,-0.04710000000000001
0.05309012412112868,-0.04710000000000001
0.05241312825849963,-0.04710000000000001
0.05173613239587059,-0.04710000000000001
0.051059136533241546,-0.04710000000000001
0.0503821406706125,-0.04710000000000001
0.04970514480798346,-0.04710000000000001
0.04902814894535441,-0.04710000000000001
0.04835115308272537,-0.04710000000000001
0.04767415722009632,-0.04710000000000001
0.046997161357467274,-0.04710000000000001
0.046320165494838236,-0.04710000000000001
0.04564316963220919,-0.04710000000000001
0.04496617376958015,-0.04710000000000001
0.0442891779069511,-0.04710000000000001
0.04361218204432205,-0.04710000000000001
0.042935186181693015,-0.04710000000000001
0.04225819031906397,-0.04710000000000001
0.041581194456434926,-0.04710000000000001
0.04090419859380588,-0.04710000000000001
0.04022720273117683,-0.04710000000000001
0.039550206868547794,-0.04710000000000001
0.03887321100591874,-0.04710000000000001
0.038196215143289705,-0.04710000000000001
0.03751921928066066,-0.04710000000000001
0.03684222341803161,-0.04710000000000001
0.036165227555402565,-0.04710000000000001
0.03548823169277353,-0.04710000000000001
0.034811235830144484,-0.04710000000000001
0.03413423996751544,-0.04710000000000001
0.03345724410488639,-0.04710000000000001
0.03278024824225735,-0.04710000000000001
0.03210325237962831,-0.04710000000000001
0.031426256516999256,-0.04710000000000001
0.030749260654370215,-0.04710000000000001
0.030072264791741167,-0.04710000000000001
0.029395268929112116,-0.04710000000000001
0.02871827306648308,-0.04710000000000001
0.028041277203854034,-0.04710000000000001
0.027364281341225,-0.04710000000000001
0.02668728547859595,-0.04710000000000001
0.0260102896159669,-0.04710000000000001
0.025333293753337868,-0.04710000000000001
0.02465629789070882,-0.04710000000000001
0.023979302028079776,-0.04710000000000001
0.023302306165450735,-0.04710000000000001
0.022625310302821687,-0.04710000000000001
0.021948314440192643,-0.04710000000000001
0.021271318577563602,-0.04710000000000001
0.02059432271493455,-0.04710000000000001
0.019917326852305517,-0.04710000000000001
0.01924033098967647,-0.04710000000000001
0.018563335127047418,-0.04710000000000001
0.017886339264418384,-0.04710000000000001
0.01720934340178934,-0.04710000000000001
0.016532347539160303,-0.04710000000000001
0.015855351676531255,-0.04710000000000001
0.015178355813902204,-0.04710000000000001
0.014501359951273163,-0.04710000000000001
0.013824364088644115,-0.04710000000000001
0.013147368226015067,-0.04710000000000001
0.01247037236338603,-0.04710000000000001
0.011793376500756982,-0.04710000000000001
0.01111638063812793,-0.04710000000000001
0.010439384775498887,-0.04710000000000001
0.009762388912869836,-0.04710000000000001
0.009085393050240797,-0.04710000000000001
0.008408397187611747,-0.04710000000000001
0.007731401324982694,-0.04710000000000001
0.007054405462353653,-0.04710000000000001
0.006377409599724605,-0.04710000000000001
0.005700413737095563,-0.04710000000000001
0.005023417874466512,-0.04710000000000001
0.00434642201183746,-0.04710000000000001
0.003669426149208419,-0.04710000000000001
0.00299243028657937,-0.04710000000000001
0.0023154344239503183,-0.04710000000000001
0.001638438561321277,-0.04710000000000001
0.0009614426986922282,-0.04710000000000001
0.0002844468360631773,-0.04710000000000001
-0.0003925490265658651,-0.04710000000000001
-0.0010695448891949169,-0.04710000000000001
-0.0017465407518239577,-0.04710000000000001
-0.0024235366144530063,-0.04710000000000001
-0.003100532477082058,-0.04710000000000001
-0.003777528339711101,-0.04710000000000001
-0.0044545242023401556,-0.04710000000000001
-0.0051315200649691955,-0.04710000000000001
-0.005808515927598241,-0.04710000000000001
-0.006485511790227293,-0.04710000000000001
-0.007162507652856336,-0.04710000000000001
-0.007839503515485392,-0.04710000000000001
-0.00851649937811444,-0.04710000000000001
-0.009193495240743477,-0.04710000000000001
-0.009870491103372531,-0.04710000000000001
-0.01054748696600158,-0.04710000000000001
-0.011224482828630627,-0.04710000000000001
-0.011901478691259664,-0.04710000000000001
-0.012578474553888717,-0.04710000000000001
-0.013255470416517761,-0.04710000000000001
-0.013932466279146814,-0.04710000000000001
-0.01460946214177587,-0.04710000000000001
-0.015286458004404896,-0.04710000000000001
-0.015963453867033944,-0.04710000000000001
-0.016640449729663002,-0.04710000000000001
-0.017317445592292053,-0.04710000000000001
-0.017994441454921097,-0.04710000000000001
-0.018671437317550135,-0.04710000000000001
-0.019348433180179182,-0.04710000000000001
-0.02002542904280823,-0.04710000000000001
